"TimePeriod","Tenant","ProratedQuantity"
"2023-12-29T00:00:00Z","MS-DSZ04PrdStr04A","3005288.9792389241"
"2023-12-30T00:00:00Z","MS-DSZ04PrdStr04A","2872111.605182624"
"2023-12-31T00:00:00Z","MS-DSZ04PrdStr04A","2862126.1800951408"
"2024-01-01T00:00:00Z","MS-DSZ04PrdStr04A","2911957.146348279"
"2024-01-02T00:00:00Z","MS-DSZ04PrdStr04A","3027888.3015367566"
"2024-01-03T00:00:00Z","MS-DSZ04PrdStr04A","3162587.1225584308"
"2024-01-04T00:00:00Z","MS-DSZ04PrdStr04A","3114537.0259240079"
"2024-01-05T00:00:00Z","MS-DSZ04PrdStr04A","3080870.0674032159"
"2024-01-06T00:00:00Z","MS-DSZ04PrdStr04A","2939835.674018112"
"2024-01-07T00:00:00Z","MS-DSZ04PrdStr04A","2943016.9128340748"
"2024-01-08T00:00:00Z","MS-DSZ04PrdStr04A","3094841.1474327678"
"2024-01-09T00:00:00Z","MS-DSZ04PrdStr04A","3171546.1710561309"
"2024-01-10T00:00:00Z","MS-DSZ04PrdStr04A","3180315.9536628937"
"2024-01-11T00:00:00Z","MS-DSZ04PrdStr04A","3164251.1651130528"
"2024-01-12T00:00:00Z","MS-DSZ04PrdStr04A","3116710.1843081838"
"2024-01-13T00:00:00Z","MS-DSZ04PrdStr04A","2922526.4075872418"
"2024-01-14T00:00:00Z","MS-DSZ04PrdStr04A","2900201.1678133719"
"2024-01-15T00:00:00Z","MS-DSZ04PrdStr04A","2954486.1998451925"
"2024-01-16T00:00:00Z","MS-DSZ04PrdStr04A","3068725.7800856531"
"2024-01-17T00:00:00Z","MS-DSZ04PrdStr04A","3292654.688411647"
"2024-01-18T00:00:00Z","MS-DSZ04PrdStr04A","3301141.7633429733"
"2024-01-19T00:00:00Z","MS-DSZ04PrdStr04A","3187473.266902647"
"2024-01-20T00:00:00Z","MS-DSZ04PrdStr04A","2994405.6564059113"
"2024-01-21T00:00:00Z","MS-DSZ04PrdStr04A","2995764.1641737362"
"2024-01-22T00:00:00Z","MS-DSZ04PrdStr04A","3208543.9282774371"
