"TimePeriod","Tenant","ProratedQuantity"
"2023-12-29T00:00:00Z","MS-BL2PrdStr07A","6914102.1046551242"
"2023-12-30T00:00:00Z","MS-BL2PrdStr07A","6865158.7157293055"
"2023-12-31T00:00:00Z","MS-BL2PrdStr07A","6688442.9956016643"
"2024-01-01T00:00:00Z","MS-BL2PrdStr07A","6618452.7947433144"
"2024-01-02T00:00:00Z","MS-BL2PrdStr07A","6905787.0626318231"
"2024-01-03T00:00:00Z","MS-BL2PrdStr07A","6968869.5414323118"
"2024-01-04T00:00:00Z","MS-BL2PrdStr07A","7022652.1311758943"
"2024-01-05T00:00:00Z","MS-BL2PrdStr07A","7075685.945472707"
"2024-01-06T00:00:00Z","MS-BL2PrdStr07A","7339838.5141811846"
"2024-01-07T00:00:00Z","MS-BL2PrdStr07A","7398707.4393070117"
"2024-01-08T00:00:00Z","MS-BL2PrdStr07A","7298950.7740962179"
"2024-01-09T00:00:00Z","MS-BL2PrdStr07A","6950900.0026891483"
"2024-01-10T00:00:00Z","MS-BL2PrdStr07A","6789401.9996586591"
"2024-01-11T00:00:00Z","MS-BL2PrdStr07A","6739742.8155723978"
"2024-01-12T00:00:00Z","MS-BL2PrdStr07A","6735767.0304982485"
"2024-01-13T00:00:00Z","MS-BL2PrdStr07A","6608172.5251815747"
"2024-01-14T00:00:00Z","MS-BL2PrdStr07A","6016031.10789134"
"2024-01-15T00:00:00Z","MS-BL2PrdStr07A","5984733.173234405"
"2024-01-16T00:00:00Z","MS-BL2PrdStr07A","6129494.5520308092"
"2024-01-17T00:00:00Z","MS-BL2PrdStr07A","6177037.284121152"
"2024-01-18T00:00:00Z","MS-BL2PrdStr07A","6141423.672008276"
"2024-01-19T00:00:00Z","MS-BL2PrdStr07A","6048546.3743906058"
"2024-01-20T00:00:00Z","MS-BL2PrdStr07A","5936051.4297961295"
"2024-01-21T00:00:00Z","MS-BL2PrdStr07A","5709303.0111604417"
"2024-01-22T00:00:00Z","MS-BL2PrdStr07A","5912691.2483540652"
"2024-01-23T00:00:00Z","MS-BL2PrdStr07A","5854759.934340016"
"2024-01-24T00:00:00Z","MS-BL2PrdStr07A","5782008.0987682026"
"2024-01-25T00:00:00Z","MS-BL2PrdStr07A","5809681.1088980893"
"2024-01-26T00:00:00Z","MS-BL2PrdStr07A","5897100.9995525358"
"2024-01-27T00:00:00Z","MS-BL2PrdStr07A","5952563.7343436079"
"2024-01-28T00:00:00Z","MS-BL2PrdStr07A","5802460.3797815479"
"2024-01-29T00:00:00Z","MS-BL2PrdStr07A","6070231.5785077335"
"2024-01-30T00:00:00Z","MS-BL2PrdStr07A","6169605.6485022986"
"2024-01-31T00:00:00Z","MS-BL2PrdStr07A","6048400.3073155992"
"2024-02-01T00:00:00Z","MS-BL2PrdStr07A","6205815.548780038"
