"TimePeriod","Tenant","ProratedQuantity"
"2023-12-29T00:00:00Z","MS-DSZ04PrdStr03A","3965141.1352820471"
"2023-12-30T00:00:00Z","MS-DSZ04PrdStr03A","3876471.9318698831"
"2023-12-31T00:00:00Z","MS-DSZ04PrdStr03A","3872580.9452324728"
"2024-01-01T00:00:00Z","MS-DSZ04PrdStr03A","3896289.3767771902"
"2024-01-02T00:00:00Z","MS-DSZ04PrdStr03A","4037271.4027145449"
"2024-01-03T00:00:00Z","MS-DSZ04PrdStr03A","4088559.7802835647"
"2024-01-04T00:00:00Z","MS-DSZ04PrdStr03A","4149683.5191363525"
"2024-01-05T00:00:00Z","MS-DSZ04PrdStr03A","4227086.6518737329"
"2024-01-06T00:00:00Z","MS-DSZ04PrdStr03A","4137910.066665526"
"2024-01-07T00:00:00Z","MS-DSZ04PrdStr03A","4059135.3339379556"
"2024-01-08T00:00:00Z","MS-DSZ04PrdStr03A","4196560.0772264469"
"2024-01-09T00:00:00Z","MS-DSZ04PrdStr03A","4230560.0328055965"
"2024-01-10T00:00:00Z","MS-DSZ04PrdStr03A","4217553.9088711"
"2024-01-11T00:00:00Z","MS-DSZ04PrdStr03A","4221330.7431569984"
"2024-01-12T00:00:00Z","MS-DSZ04PrdStr03A","4157550.2055836772"
"2024-01-13T00:00:00Z","MS-DSZ04PrdStr03A","3907896.7323948238"
"2024-01-14T00:00:00Z","MS-DSZ04PrdStr03A","3811145.4720990215"
"2024-01-15T00:00:00Z","MS-DSZ04PrdStr03A","3915386.5503465841"
"2024-01-16T00:00:00Z","MS-DSZ04PrdStr03A","4096423.5024174647"
"2024-01-17T00:00:00Z","MS-DSZ04PrdStr03A","4218732.0241391"
"2024-01-18T00:00:00Z","MS-DSZ04PrdStr03A","4154291.8821172831"
"2024-01-19T00:00:00Z","MS-DSZ04PrdStr03A","4083901.3175573335"
"2024-01-20T00:00:00Z","MS-DSZ04PrdStr03A","3936136.4186758311"
"2024-01-21T00:00:00Z","MS-DSZ04PrdStr03A","3903051.7722465894"
"2024-01-22T00:00:00Z","MS-DSZ04PrdStr03A","4094815.7321727271"
"2024-01-23T00:00:00Z","MS-DSZ04PrdStr03A","4232702.4799282122"
"2024-01-24T00:00:00Z","MS-DSZ04PrdStr03A","4225652.684630271"
"2024-01-25T00:00:00Z","MS-DSZ04PrdStr03A","4214609.9228354208"
"2024-01-26T00:00:00Z","MS-DSZ04PrdStr03A","4084095.6272231876"
"2024-01-27T00:00:00Z","MS-DSZ04PrdStr03A","3976933.3956911261"
"2024-01-28T00:00:00Z","MS-DSZ04PrdStr03A","3931357.6052638371"
"2024-01-29T00:00:00Z","MS-DSZ04PrdStr03A","4186234.268900997"
"2024-01-30T00:00:00Z","MS-DSZ04PrdStr03A","4394684.5091730738"
"2024-01-31T00:00:00Z","MS-DSZ04PrdStr03A","4300417.4030257082"
"2024-02-01T00:00:00Z","MS-DSZ04PrdStr03A","4373842.6842665067"
"2024-02-02T00:00:00Z","MS-DSZ04PrdStr03A","4299424.8169127833"
"2024-02-03T00:00:00Z","MS-DSZ04PrdStr03A","4101149.9734245385"
"2024-02-04T00:00:00Z","MS-DSZ04PrdStr03A","4051949.3228598554"
"2024-02-05T00:00:00Z","MS-DSZ04PrdStr03A","4319439.8894176194"
"2024-02-06T00:00:00Z","MS-DSZ04PrdStr03A","4532972.8982654791"
"2024-02-07T00:00:00Z","MS-DSZ04PrdStr03A","4456689.2606403343"
"2024-02-08T00:00:00Z","MS-DSZ04PrdStr03A","4406047.0729043717"
"2024-02-09T00:00:00Z","MS-DSZ04PrdStr03A","4325332.1963626631"
"2024-02-10T00:00:00Z","MS-DSZ04PrdStr03A","4200547.9536766158"
